File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF528EZR	bed narrowPeak	peaks	ENCSR000EIS	DNase-seq	CL:0002620	skin fibroblast	primary cell	child	male	10 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF345DCX, ENCFF390DNP	3733451	ENCODE Processing Pipeline	e1d6e251088f7ed6e471ad582a3e3133		https://www.encodeproject.org/files/ENCFF528EZR/@@download/ENCFF528EZR.bed.gz	hg19			released				
ENCFF001UVX	bed narrowPeak	peaks	ENCSR000EJY	DNase-seq	CL:0000515	skeletal muscle myoblast	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-19	ENCODE												2398605	Gregory Crawford, Duke	e8a26f3a234be6d42a4d24de1d3b0f79		https://www.encodeproject.org/files/ENCFF001UVX/@@download/ENCFF001UVX.bed.gz	hg19			archived		biological replicates with identical biosample, missing raw data in replicate, missing derived_from		
ENCFF001UVP	bed narrowPeak	peaks	ENCSR000EJQ	DNase-seq	UBERON:0000948	heart	tissue	adult	male	35 year, 27 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE												2162248	Gregory Crawford, Duke	093781d8e9e62ec9ae65f73d08a2ee15		https://www.encodeproject.org/files/ENCFF001UVP/@@download/ENCFF001UVP.bed.gz	hg19			archived		missing derived_from		
ENCFF724PVV	bed narrowPeak	peaks	ENCSR000EJQ	DNase-seq	UBERON:0000948	heart	tissue	adult	male	35 year, 27 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF021QCV, ENCFF967OQF	1350756	ENCODE Processing Pipeline	62dac7a8c653d61eb280a81d468b5668		https://www.encodeproject.org/files/ENCFF724PVV/@@download/ENCFF724PVV.bed.gz	GRCh38			released				
ENCFF360ZAH	bed narrowPeak	peaks	ENCSR000EJQ	DNase-seq	UBERON:0000948	heart	tissue	adult	male	35 year, 27 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				2							ENCFF442IPX, ENCFF967OQF	1718045	ENCODE Processing Pipeline	d4d8fdc21d66c3329185994fd8275b1e		https://www.encodeproject.org/files/ENCFF360ZAH/@@download/ENCFF360ZAH.bed.gz	GRCh38			released				
ENCFF876KEA	bed narrowPeak	peaks	ENCSR000EJQ	DNase-seq	UBERON:0000948	heart	tissue	adult	male	35 year, 27 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF185ISK, ENCFF390DNP	1351038	ENCODE Processing Pipeline	9781ca9c301db554b0a606483e133173		https://www.encodeproject.org/files/ENCFF876KEA/@@download/ENCFF876KEA.bed.gz	hg19			released				
ENCFF597KNJ	bed narrowPeak	peaks	ENCSR000EJQ	DNase-seq	UBERON:0000948	heart	tissue	adult	male	35 year, 27 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				2							ENCFF389CBD, ENCFF390DNP	1722452	ENCODE Processing Pipeline	100c0a0559720d55e5304ae8865e17e3		https://www.encodeproject.org/files/ENCFF597KNJ/@@download/ENCFF597KNJ.bed.gz	hg19			released				
ENCFF001SRD	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1, 2							ENCFF001DGQ, ENCFF001DGR	1589181	John Stamatoyannopoulos, UW	f6761362784b42cf490a17c56506d4ef		https://www.encodeproject.org/files/ENCFF001SRD/@@download/ENCFF001SRD.bed.gz	hg19			archived	low read depth			
ENCFF001WAK	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF001BJI	2341829	John Stamatoyannopoulos, UW	5e90e1f5346d2d8bd034e0f82aed77f9		https://www.encodeproject.org/files/ENCFF001WAK/@@download/ENCFF001WAK.bed.gz	hg19			archived	low read depth			
ENCFF001WKG	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF001DGQ	1944957	John Stamatoyannopoulos, UW	fd77ba77564094e6b4caaba24b849921		https://www.encodeproject.org/files/ENCFF001WKG/@@download/ENCFF001WKG.bed.gz	hg19			archived	low read depth			
ENCFF001WKF	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF001DGR	1896215	John Stamatoyannopoulos, UW	054ca41393fa8b4774eeeb7b386a5c78		https://www.encodeproject.org/files/ENCFF001WKF/@@download/ENCFF001WKF.bed.gz	hg19			archived	low read depth			
ENCFF296UGM	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF187PFJ, ENCFF992CZQ	2489136	ENCODE Processing Pipeline	b0a2787b07114e630f9b1cff80c01c25		https://www.encodeproject.org/files/ENCFF296UGM/@@download/ENCFF296UGM.bed.gz	GRCh38			archived	low read depth			
ENCFF919ZKZ	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF490NJA, ENCFF992CZQ	1351208	ENCODE Processing Pipeline	7f00c830eab072e41a44bf4c65aad81f		https://www.encodeproject.org/files/ENCFF919ZKZ/@@download/ENCFF919ZKZ.bed.gz	GRCh38			archived	low read depth			
ENCFF810AVG	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF163ZHO, ENCFF426DFJ	2479313	ENCODE Processing Pipeline	3288e868495ebc68ecec33943b22fbc0		https://www.encodeproject.org/files/ENCFF810AVG/@@download/ENCFF810AVG.bed.gz	hg19			archived	low read depth			
ENCFF605XYH	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF163ZHO, ENCFF658PTL	1346741	ENCODE Processing Pipeline	21d2ed16009a41d94bd18e98045377aa		https://www.encodeproject.org/files/ENCFF605XYH/@@download/ENCFF605XYH.bed.gz	hg19			archived	low read depth			
ENCFF118YWY	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF128EMV, ENCFF967OQF	2556617	ENCODE Processing Pipeline	451fc0596ef2c54b86c3878cb773bb5c		https://www.encodeproject.org/files/ENCFF118YWY/@@download/ENCFF118YWY.bed.gz	GRCh38			released	low read depth			
ENCFF132AES	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF200WYL, ENCFF967OQF	1389817	ENCODE Processing Pipeline	9e1388e7e4e7f0eaeeaeba32bf30677c		https://www.encodeproject.org/files/ENCFF132AES/@@download/ENCFF132AES.bed.gz	GRCh38			released	low read depth			
ENCFF888YPD	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF390DNP, ENCFF975OBP	2544617	ENCODE Processing Pipeline	209891dea28d327e6d0cad9413e2a643		https://www.encodeproject.org/files/ENCFF888YPD/@@download/ENCFF888YPD.bed.gz	hg19			released	low read depth			
ENCFF194OUN	bed narrowPeak	peaks	ENCSR000ENY	DNase-seq	CL:2000010	dermis blood vessel endothelial cell	primary cell	adult	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF390DNP, ENCFF757POV	1386111	ENCODE Processing Pipeline	f201843a9517172fcabd62cc021529fa		https://www.encodeproject.org/files/ENCFF194OUN/@@download/ENCFF194OUN.bed.gz	hg19			released	low read depth			
ENCFF001SRI	bed narrowPeak	peaks	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BLM, ENCFF001DII, ENCFF001DIJ	1645191	John Stamatoyannopoulos, UW	dab91a5394fad48b4734283dd81b5f75		https://www.encodeproject.org/files/ENCFF001SRI/@@download/ENCFF001SRI.bed.gz	hg19			archived	low read depth	sequencing runs labeled as technical replicates		
ENCFF001WAO	bed narrowPeak	peaks	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BLM	2784978	John Stamatoyannopoulos, UW	2e0a663d9f4cbc4229aac9b4ab1fcf79		https://www.encodeproject.org/files/ENCFF001WAO/@@download/ENCFF001WAO.bed.gz	hg19			archived	low read depth	sequencing runs labeled as technical replicates		
ENCFF001WLA	bed narrowPeak	peaks	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DII	1824868	John Stamatoyannopoulos, UW	7fc86222378654dce56ecfe149447982		https://www.encodeproject.org/files/ENCFF001WLA/@@download/ENCFF001WLA.bed.gz	hg19			archived	low read depth	sequencing runs labeled as technical replicates		
ENCFF001WKZ	bed narrowPeak	peaks	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DIJ	2010268	John Stamatoyannopoulos, UW	9c6fd39b7b2966abcd57a17e4cbb9120		https://www.encodeproject.org/files/ENCFF001WKZ/@@download/ENCFF001WKZ.bed.gz	hg19			archived	low read depth	sequencing runs labeled as technical replicates		
ENCFF173DAV	bed narrowPeak	peaks	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF387AGW, ENCFF390DNP	1179804	ENCODE Processing Pipeline	efa93aa28036e65340fe2bd726ce1e1c		https://www.encodeproject.org/files/ENCFF173DAV/@@download/ENCFF173DAV.bed.gz	hg19			released	low read depth	sequencing runs labeled as technical replicates		
ENCFF732RPT	bed narrowPeak	peaks	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF051GGW, ENCFF390DNP	2637753	ENCODE Processing Pipeline	892e7d792542f834806c0f14a5e6ceb7		https://www.encodeproject.org/files/ENCFF732RPT/@@download/ENCFF732RPT.bed.gz	hg19			released	low read depth	sequencing runs labeled as technical replicates		
ENCFF120FAB	bed narrowPeak	peaks	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF843RUT, ENCFF967OQF	1184004	ENCODE Processing Pipeline	52092861a6586a382f4ab9b32884e051		https://www.encodeproject.org/files/ENCFF120FAB/@@download/ENCFF120FAB.bed.gz	GRCh38			released	low read depth	sequencing runs labeled as technical replicates		
ENCFF366BWN	bed narrowPeak	peaks	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF828DID, ENCFF967OQF	2650674	ENCODE Processing Pipeline	80898d24e071959430bcd054fc50f0cd		https://www.encodeproject.org/files/ENCFF366BWN/@@download/ENCFF366BWN.bed.gz	GRCh38			released	low read depth	sequencing runs labeled as technical replicates		
ENCFF001UVV	bed narrowPeak	peaks	ENCSR000EJW	DNase-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-28	ENCODE												2768080	Gregory Crawford, Duke	51f8d1db953631ea37e8addf208630db		https://www.encodeproject.org/files/ENCFF001UVV/@@download/ENCFF001UVV.bed.gz	hg19			archived		biological replicates with identical biosample, missing raw data in replicate, missing derived_from		
ENCFF001SQQ	bed narrowPeak	peaks	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BBO, ENCFF001DAE, ENCFF001DAJ	1748523	John Stamatoyannopoulos, UW	f291b92dddbcad199621f366cce54b66		https://www.encodeproject.org/files/ENCFF001SQQ/@@download/ENCFF001SQQ.bed.gz	hg19			archived	low read depth	sequencing runs labeled as technical replicates		
ENCFF001VZO	bed narrowPeak	peaks	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BBO	3245242	John Stamatoyannopoulos, UW	115a1344bd1b052c81ae5e8960cddd91		https://www.encodeproject.org/files/ENCFF001VZO/@@download/ENCFF001VZO.bed.gz	hg19			archived	low read depth	sequencing runs labeled as technical replicates		
ENCFF001WHU	bed narrowPeak	peaks	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DAJ	2016078	John Stamatoyannopoulos, UW	c5b74e2350fd317b41e961ebef50d433		https://www.encodeproject.org/files/ENCFF001WHU/@@download/ENCFF001WHU.bed.gz	hg19			archived	low read depth	sequencing runs labeled as technical replicates		
ENCFF001WHT	bed narrowPeak	peaks	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DAE	2145350	John Stamatoyannopoulos, UW	7eddeed3a73c27d652d1cec6f34556db		https://www.encodeproject.org/files/ENCFF001WHT/@@download/ENCFF001WHT.bed.gz	hg19			archived	low read depth	sequencing runs labeled as technical replicates		
ENCFF339WEE	bed narrowPeak	peaks	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF336FMK, ENCFF967OQF	1095999	ENCODE Processing Pipeline	bef25a8015a5e01b4f432a0cd2e05e27		https://www.encodeproject.org/files/ENCFF339WEE/@@download/ENCFF339WEE.bed.gz	GRCh38			released	low read depth	sequencing runs labeled as technical replicates		
ENCFF233SJW	bed narrowPeak	peaks	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF017WOW, ENCFF967OQF	3633009	ENCODE Processing Pipeline	f2ff4b4a513fa46e72ad591a38f17e27		https://www.encodeproject.org/files/ENCFF233SJW/@@download/ENCFF233SJW.bed.gz	GRCh38			released	low read depth	sequencing runs labeled as technical replicates		
ENCFF300CAD	bed narrowPeak	peaks	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF390DNP, ENCFF928KGL	3618305	ENCODE Processing Pipeline	3668c01109b1316b15a0d57fc6c1ec8f		https://www.encodeproject.org/files/ENCFF300CAD/@@download/ENCFF300CAD.bed.gz	hg19			released	low read depth	sequencing runs labeled as technical replicates		
ENCFF866FQI	bed narrowPeak	peaks	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF390DNP, ENCFF446GVL	1092706	ENCODE Processing Pipeline	6af185040a9e3034ec13a488d4dff5c0		https://www.encodeproject.org/files/ENCFF866FQI/@@download/ENCFF866FQI.bed.gz	hg19			released	low read depth	sequencing runs labeled as technical replicates		
ENCFF001UWF	bed narrowPeak	peaks	ENCSR000EKG	DNase-seq	NTR:0004647	IMR-90	primary cell	embryonic	female	16 week	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE												2482025	Gregory Crawford, Duke	58f7b23762347a0c80e116cf6404767f		https://www.encodeproject.org/files/ENCFF001UWF/@@download/ENCFF001UWF.bed.gz	hg19			archived		NTR biosample, missing derived_from		
ENCFF001SQS	bed narrowPeak	peaks	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001DAY, ENCFF001DBD	1471396	John Stamatoyannopoulos, UW	ff1efef5fe6dc83e6d38b938f5c0a3b9		https://www.encodeproject.org/files/ENCFF001SQS/@@download/ENCFF001SQS.bed.gz	hg19			archived	low read depth			
ENCFF001WIB	bed narrowPeak	peaks	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DAY	1800039	John Stamatoyannopoulos, UW	b8ea00b4b0b3ad4b0400c1d84043cf40		https://www.encodeproject.org/files/ENCFF001WIB/@@download/ENCFF001WIB.bed.gz	hg19			archived	low read depth			
ENCFF001WIC	bed narrowPeak	peaks	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DBD	1925672	John Stamatoyannopoulos, UW	d344eb7d31d985bf81c4488daef6861f		https://www.encodeproject.org/files/ENCFF001WIC/@@download/ENCFF001WIC.bed.gz	hg19			archived	low read depth			
ENCFF460PHQ	bed narrowPeak	peaks	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF163ZHO, ENCFF614BZB	1044664	ENCODE Processing Pipeline	24e2e9c0cef17cb6bdb3c497f967987f		https://www.encodeproject.org/files/ENCFF460PHQ/@@download/ENCFF460PHQ.bed.gz	hg19			archived	low read depth			
ENCFF503RUE	bed narrowPeak	peaks	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF101BSS, ENCFF163ZHO	1180149	ENCODE Processing Pipeline	c1ac71831452758d4d08d5a7298b5bab		https://www.encodeproject.org/files/ENCFF503RUE/@@download/ENCFF503RUE.bed.gz	hg19			archived	low read depth			
ENCFF674UST	bed narrowPeak	peaks	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF931ZJL, ENCFF992CZQ	1048846	ENCODE Processing Pipeline	cadbde6a094a9124bbef7ed0d9679335		https://www.encodeproject.org/files/ENCFF674UST/@@download/ENCFF674UST.bed.gz	GRCh38			archived	low read depth			
ENCFF524ACB	bed narrowPeak	peaks	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF992CZQ, ENCFF999HTN	1183619	ENCODE Processing Pipeline	205eb6f7c28c072d6ca7eedf96d86f80		https://www.encodeproject.org/files/ENCFF524ACB/@@download/ENCFF524ACB.bed.gz	GRCh38			archived	low read depth			
ENCFF749YMK	bed narrowPeak	peaks	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF422YEO, ENCFF967OQF	1089714	ENCODE Processing Pipeline	1186b1edd6d32b2ea8fc0191f2c6fdfc		https://www.encodeproject.org/files/ENCFF749YMK/@@download/ENCFF749YMK.bed.gz	GRCh38			released	low read depth			
