File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF672HZG	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR175BVD	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF419RSJ, ENCFF996AFD	219620	ENCODE Processing Pipeline	78dc3ceaf805b47df868423ed903d6eb		https://www.encodeproject.org/files/ENCFF672HZG/@@download/ENCFF672HZG.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/9e09b96b-0853-4c74-85ec-36a59b30df99/ENCFF672HZG.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity, severe bottlenecking	
ENCFF566UPM	bed narrowPeak	peaks and background as input for IDR	ENCSR484DDO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF106EBG, ENCFF877TJY	5615141	ENCODE Processing Pipeline	e03992ef808a39698d072763307d482a		https://www.encodeproject.org/files/ENCFF566UPM/@@download/ENCFF566UPM.bed.gz	hg19				released	s3://encode-public/2017/08/11/7ee038de-6eeb-4b54-9d31-88261faa6354/ENCFF566UPM.bed.gz	antibody characterized with exemption			
ENCFF156VNT	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR484DDO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF566UPM	509551	ENCODE Processing Pipeline	ef61263190c664f2b82fc7a77f2dd8da		https://www.encodeproject.org/files/ENCFF156VNT/@@download/ENCFF156VNT.bed.gz	hg19				released	s3://encode-public/2017/08/11/0f4959aa-f299-4de2-9e7b-2406244b7337/ENCFF156VNT.bed.gz	antibody characterized with exemption			
ENCFF900GKE	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR484DDO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF401WKA, ENCFF419RSJ	511120	ENCODE Processing Pipeline	504df33facb5d8453e5ba1e76c18d8c5		https://www.encodeproject.org/files/ENCFF900GKE/@@download/ENCFF900GKE.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/1810bbef-479f-43ae-9500-b2d56bc0e202/ENCFF900GKE.bed.gz	antibody characterized with exemption			
ENCFF401WKA	bed narrowPeak	peaks and background as input for IDR	ENCSR484DDO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF221DPL, ENCFF533JZM	5618542	ENCODE Processing Pipeline	14698e67f0795fb707ceb7d410b9c65c		https://www.encodeproject.org/files/ENCFF401WKA/@@download/ENCFF401WKA.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/a53fd2e0-5433-43e6-a5a2-ff4b22c313fd/ENCFF401WKA.bed.gz	antibody characterized with exemption			
ENCFF733AVG	bed narrowPeak	peaks and background as input for IDR	ENCSR153AGA	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF191LEP, ENCFF355PVS	6232772	ENCODE Processing Pipeline	485ac5a4430dc6736ec4478a8c000d8e		https://www.encodeproject.org/files/ENCFF733AVG/@@download/ENCFF733AVG.bed.gz	hg19				released	s3://encode-public/2017/08/11/14593c6b-c8fe-4c91-91d9-e99679c9e21a/ENCFF733AVG.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity	
ENCFF325VGL	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR153AGA	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF001TDO, ENCFF733AVG	49471	ENCODE Processing Pipeline	9f56b9dc9af217713b45b8220bdcfe06		https://www.encodeproject.org/files/ENCFF325VGL/@@download/ENCFF325VGL.bed.gz	hg19				released	s3://encode-public/2017/08/11/e6e9f168-32b6-4f8b-bf99-a5f0b9f2a0c5/ENCFF325VGL.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity	
ENCFF137VWI	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR153AGA	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF419RSJ, ENCFF777RPJ	50742	ENCODE Processing Pipeline	3fab1ecf508776e95e8462c444eb9cad		https://www.encodeproject.org/files/ENCFF137VWI/@@download/ENCFF137VWI.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/7a6219fb-7752-4cfb-83f2-d30f39594d8e/ENCFF137VWI.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity	
ENCFF777RPJ	bed narrowPeak	peaks and background as input for IDR	ENCSR153AGA	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF047KMB, ENCFF777ZLD	6239409	ENCODE Processing Pipeline	e8e4d2da4ae4b293f41903d3a39af2ac		https://www.encodeproject.org/files/ENCFF777RPJ/@@download/ENCFF777RPJ.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/e42011a0-804c-4f6a-97c0-bfa5424e5e42/ENCFF777RPJ.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity	
ENCFF637FOR	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF173TPC	258148	ENCODE Processing Pipeline	b47d818695eede8a4856409220c10f6f		https://www.encodeproject.org/files/ENCFF637FOR/@@download/ENCFF637FOR.bed.gz	hg19				released	s3://encode-public/2017/08/11/b8a81882-2ff3-4ccf-9d9d-e4da13f07f5e/ENCFF637FOR.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF173TPC	bed narrowPeak	peaks and background as input for IDR	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF191LEP, ENCFF546PNW	6259235	ENCODE Processing Pipeline	e513594478f6683c4ed945a918cd417a		https://www.encodeproject.org/files/ENCFF173TPC/@@download/ENCFF173TPC.bed.gz	hg19				released	s3://encode-public/2017/08/11/1e00b6ad-6b52-4381-84fc-1919565b9941/ENCFF173TPC.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF436ENK	bed narrowPeak	peaks and background as input for IDR	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF047KMB, ENCFF076LAL	6261302	ENCODE Processing Pipeline	0bfe9fee946edcce43c9b41d903b86f1		https://www.encodeproject.org/files/ENCFF436ENK/@@download/ENCFF436ENK.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/7f36cf3b-4bbd-483c-a94c-5d89c8800230/ENCFF436ENK.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF916FGF	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF436ENK	263275	ENCODE Processing Pipeline	f96b76d134f54a31962e14f3fba76aae		https://www.encodeproject.org/files/ENCFF916FGF/@@download/ENCFF916FGF.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/2c6909c1-62a8-4141-9acb-630f702ebbcd/ENCFF916FGF.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF245JXB	bed narrowPeak	peaks and background as input for IDR	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF259DRG, ENCFF837NJP	7170562	ENCODE Processing Pipeline	a44cb707f8b90ef0f032ad67b19427dd		https://www.encodeproject.org/files/ENCFF245JXB/@@download/ENCFF245JXB.bed.gz	hg19				released	s3://encode-public/2017/08/11/b46d7201-6cf6-40e7-818c-1be824f97aef/ENCFF245JXB.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF215GGE	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF245JXB	807987	ENCODE Processing Pipeline	06122543cfa22e6b6427b66949f470f2		https://www.encodeproject.org/files/ENCFF215GGE/@@download/ENCFF215GGE.bed.gz	hg19				released	s3://encode-public/2017/08/11/674dd5e5-c058-4484-88ba-f2b25ef3378e/ENCFF215GGE.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF411KGD	bed narrowPeak	peaks and background as input for IDR	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF626LKC, ENCFF693ANZ	7174687	ENCODE Processing Pipeline	168d0ffe9709a443c30286b0b7c045e7		https://www.encodeproject.org/files/ENCFF411KGD/@@download/ENCFF411KGD.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/77bf8da7-f303-466c-9c97-ab0db001018f/ENCFF411KGD.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF574FIL	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF411KGD, ENCFF419RSJ	807722	ENCODE Processing Pipeline	8371b117d5252bb3767d2f28a355ac8f		https://www.encodeproject.org/files/ENCFF574FIL/@@download/ENCFF574FIL.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/25bca427-8adb-4ee5-b56c-9e399840f08b/ENCFF574FIL.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF001XQD	bed narrowPeak	peaks	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF001HKJ	597913	John Stamatoyannopoulos, UW	30fb1e326e7a3565ea5b075187d289a5		https://www.encodeproject.org/files/ENCFF001XQD/@@download/ENCFF001XQD.bed.gz	hg19				archived	s3://encode-public/2011/06/25/006fbafa-029e-49af-83f9-5f5b66d205b3/ENCFF001XQD.narrowPeak.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF001XQE	bed narrowPeak	peaks	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF001HKP	800970	John Stamatoyannopoulos, UW	d3a793e194cd93b043a032662f5878b1		https://www.encodeproject.org/files/ENCFF001XQE/@@download/ENCFF001XQE.bed.gz	hg19				archived	s3://encode-public/2011/06/25/7d9b5df8-bbdc-408b-945b-8d385e5b3c64/ENCFF001XQE.narrowPeak.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF002DCR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001HKJ, ENCFF001HKP	1008976	ENCODE Consortium Analysis Working Group	a940b25f9df0e1d4537b3d03d4b2859f		https://www.encodeproject.org/files/ENCFF002DCR/@@download/ENCFF002DCR.bed.gz	hg19				archived	s3://encode-public/2014/06/06/ac4544bd-f178-4629-b342-ceb45bb748eb/ENCFF002DCR.narrowPeak.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF356GCX	bed narrowPeak	peaks and background as input for IDR	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF396STC, ENCFF757OWU	4547474	ENCODE Processing Pipeline	987d9a3385926d29c19ed14f9a724b98		https://www.encodeproject.org/files/ENCFF356GCX/@@download/ENCFF356GCX.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/b90b073f-23f4-4a6a-a71a-0a3d4809373f/ENCFF356GCX.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF530JSJ	bed narrowPeak	peaks and background as input for IDR	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF535MRQ, ENCFF757OWU	4511337	ENCODE Processing Pipeline	9056ea6a0cf1702eb6edfc797773c65a		https://www.encodeproject.org/files/ENCFF530JSJ/@@download/ENCFF530JSJ.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/7cb78dcb-785e-42fc-89b6-6abb80f8b598/ENCFF530JSJ.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF306OJZ	bed narrowPeak	peaks and background as input for IDR	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF396STC, ENCFF535MRQ, ENCFF757OWU	5004794	ENCODE Processing Pipeline	a74d97679a3503a1677fd6fac0c95fbc		https://www.encodeproject.org/files/ENCFF306OJZ/@@download/ENCFF306OJZ.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/987c9ce4-819d-4645-8274-89e797009ac8/ENCFF306OJZ.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF700UZN	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF306OJZ, ENCFF356GCX, ENCFF419RSJ, ENCFF530JSJ	759875	ENCODE Processing Pipeline	cc9a364f6e494456490626c7dcfd267e		https://www.encodeproject.org/files/ENCFF700UZN/@@download/ENCFF700UZN.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/dd515bc6-40e6-4372-a430-be99307856d8/ENCFF700UZN.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF301YXM	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF306OJZ, ENCFF356GCX, ENCFF419RSJ, ENCFF530JSJ	798011	ENCODE Processing Pipeline	1ec9842f1d3e9d37792d153852e427d5		https://www.encodeproject.org/files/ENCFF301YXM/@@download/ENCFF301YXM.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/c6c7f359-218b-4d6e-b85e-e2d88741f2d6/ENCFF301YXM.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF574BPV	bed narrowPeak	peaks and background as input for IDR	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF234EAH, ENCFF599WUT	4513051	ENCODE Processing Pipeline	b1ba56e9d74ea6d4137505e05b3e4f0f		https://www.encodeproject.org/files/ENCFF574BPV/@@download/ENCFF574BPV.bed.gz	hg19				released	s3://encode-public/2017/04/05/c4483eef-2bd3-4c9b-a074-6bae435e0137/ENCFF574BPV.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF504WUQ	bed narrowPeak	peaks and background as input for IDR	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF234EAH, ENCFF599WUT, ENCFF650OIZ	4912104	ENCODE Processing Pipeline	72fb39c2da7b62e6290a3e70f6729266		https://www.encodeproject.org/files/ENCFF504WUQ/@@download/ENCFF504WUQ.bed.gz	hg19				released	s3://encode-public/2017/04/05/b773783c-6a7f-436f-bbf3-96c9b248abff/ENCFF504WUQ.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF386NQE	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001TDO, ENCFF504WUQ, ENCFF574BPV, ENCFF883SBZ	735367	ENCODE Processing Pipeline	68f766ae983769f6b9e449faeb86d343		https://www.encodeproject.org/files/ENCFF386NQE/@@download/ENCFF386NQE.bed.gz	hg19				released	s3://encode-public/2017/04/05/1a7ef27e-28a8-4e17-9605-64df8bee642e/ENCFF386NQE.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF266GGD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001TDO, ENCFF504WUQ, ENCFF574BPV, ENCFF883SBZ	763849	ENCODE Processing Pipeline	0676fa28175caf0322d3a91f2a8ff9f1		https://www.encodeproject.org/files/ENCFF266GGD/@@download/ENCFF266GGD.bed.gz	hg19				released	s3://encode-public/2017/04/05/e105dfee-6113-40f3-8bd0-05675d425eb8/ENCFF266GGD.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF883SBZ	bed narrowPeak	peaks and background as input for IDR	ENCSR000DTI	ChIP-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF234EAH, ENCFF650OIZ	4460441	ENCODE Processing Pipeline	dc4d73cbe139008389921ec6d1eb8947		https://www.encodeproject.org/files/ENCFF883SBZ/@@download/ENCFF883SBZ.bed.gz	hg19				released	s3://encode-public/2017/04/05/8d320a2a-d591-48fb-8d39-447285c54c61/ENCFF883SBZ.bed.gz	low read length, mild to moderate bottlenecking, low read depth			
ENCFF313WYX	bed narrowPeak	peaks and background as input for IDR	ENCSR055WBT	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-11-07	ENCODE				1							ENCFF831EFP, ENCFF863KQI	7181183	ENCODE Processing Pipeline	a9fa7bef4dfe4916266a7fcf2a0c757a		https://www.encodeproject.org/files/ENCFF313WYX/@@download/ENCFF313WYX.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/7fcc71e5-756b-463a-b27e-52dba551288a/ENCFF313WYX.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF296AFJ	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR055WBT	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-11-07	ENCODE				1							ENCFF313WYX, ENCFF419RSJ	637299	ENCODE Processing Pipeline	c178eef48f9974d1dd43a9e5e4d8975e		https://www.encodeproject.org/files/ENCFF296AFJ/@@download/ENCFF296AFJ.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/017f9f03-5375-4be4-8f8c-c141cc6fe1af/ENCFF296AFJ.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF628UBC	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR055WBT	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF446QIR	642962	ENCODE Processing Pipeline	f1c7df645395bd4460839c6a90100a29		https://www.encodeproject.org/files/ENCFF628UBC/@@download/ENCFF628UBC.bed.gz	hg19				released	s3://encode-public/2017/03/21/7dac37eb-83d3-4656-a0c6-c0687904369c/ENCFF628UBC.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF446QIR	bed narrowPeak	peaks and background as input for IDR	ENCSR055WBT	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-11-07	ENCODE				1							ENCFF446IZO, ENCFF473HRH	7220208	ENCODE Processing Pipeline	32b8d90c860e6c0bc5ca6a854244b5d7		https://www.encodeproject.org/files/ENCFF446QIR/@@download/ENCFF446QIR.bed.gz	hg19				released	s3://encode-public/2017/03/21/a033e324-08ce-4a92-971c-f43fd9e11ab4/ENCFF446QIR.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF101PDP	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR998NQG	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-01	ENCODE				2							ENCFF001TDO, ENCFF693ETV	396511	ENCODE Processing Pipeline	3e321488d5af15c415b932c9c969b2e1		https://www.encodeproject.org/files/ENCFF101PDP/@@download/ENCFF101PDP.bed.gz	hg19				released	s3://encode-public/2017/08/11/97c50714-8207-47f1-b8da-0c8f51d2eae4/ENCFF101PDP.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF693ETV	bed narrowPeak	peaks and background as input for IDR	ENCSR998NQG	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-01	ENCODE				2							ENCFF004MGP, ENCFF950BSF	5946564	ENCODE Processing Pipeline	8eeb8e9ed18535d626ef61e81c346fd9		https://www.encodeproject.org/files/ENCFF693ETV/@@download/ENCFF693ETV.bed.gz	hg19				released	s3://encode-public/2017/08/11/9487d49c-34a7-43d0-9c63-45e4348d0142/ENCFF693ETV.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
